X,CH1,CH2,
Second,Volt,Volt,
2.75700e-05,-2.48e+01,1.28e+01,
2.75800e-05,-2.48e+01,1.24e+01,
2.75900e-05,-2.48e+01,1.24e+01,
2.76000e-05,-2.48e+01,1.24e+01,
2.76100e-05,-2.48e+01,1.28e+01,
2.76200e-05,-2.48e+01,1.28e+01,
2.76300e-05,-2.48e+01,1.24e+01,
2.76400e-05,-2.48e+01,1.24e+01,
2.76500e-05,-2.48e+01,1.28e+01,
2.76600e-05,-2.48e+01,1.24e+01,
2.76700e-05,-2.48e+01,1.24e+01,
2.76800e-05,-2.48e+01,1.28e+01,
2.76900e-05,-2.48e+01,1.28e+01,
2.77000e-05,-2.48e+01,1.24e+01,
2.77100e-05,-2.48e+01,1.24e+01,
2.77200e-05,-2.48e+01,1.28e+01,
2.77300e-05,-2.48e+01,1.24e+01,
2.77400e-05,-2.48e+01,1.28e+01,
2.77500e-05,-2.48e+01,1.28e+01,
2.77600e-05,-2.48e+01,1.28e+01,
2.77700e-05,-2.48e+01,1.24e+01,
2.77800e-05,-2.48e+01,1.28e+01,
2.77900e-05,-2.48e+01,1.24e+01,
2.78000e-05,-2.48e+01,1.28e+01,
2.78100e-05,-2.48e+01,1.28e+01,
2.78200e-05,-2.48e+01,1.28e+01,
2.78300e-05,-2.48e+01,1.28e+01,
2.78400e-05,-2.48e+01,1.24e+01,
2.78500e-05,-2.48e+01,1.24e+01,
2.78600e-05,-2.48e+01,1.24e+01,
2.78700e-05,-2.48e+01,1.32e+01,
2.78800e-05,-2.48e+01,1.28e+01,
2.78900e-05,-2.48e+01,1.24e+01,
2.79000e-05,-2.48e+01,1.28e+01,
2.79100e-05,-2.48e+01,1.24e+01,
2.79200e-05,-2.48e+01,1.24e+01,
2.79300e-05,-2.48e+01,1.28e+01,
2.79400e-05,-2.48e+01,1.28e+01,
2.79500e-05,-2.48e+01,1.24e+01,
2.79600e-05,-2.48e+01,1.28e+01,
2.79700e-05,-2.48e+01,1.24e+01,
2.79800e-05,-2.48e+01,1.24e+01,
2.79900e-05,-2.48e+01,1.24e+01,
2.80000e-05,-2.48e+01,1.28e+01,
2.80100e-05,-2.48e+01,1.28e+01,
2.80200e-05,-2.48e+01,1.28e+01,
2.80300e-05,-2.48e+01,1.28e+01,
2.80400e-05,-2.48e+01,1.28e+01,
2.80500e-05,-2.48e+01,1.28e+01,
2.80600e-05,-2.48e+01,1.28e+01,
2.80700e-05,-2.48e+01,1.28e+01,
2.80800e-05,-2.40e+01,1.28e+01,
